doi,pt2,sample_id,response_length,metric,judge,score,label_count,model,directory
10.1016/j.ijid.2026.108482,case,10.1016/j.ijid.2026.108482,429,grounding,google/gemini-3.1-pro-preview,1.0,2.0,google/gemini-2.5-flash,out/pubmed-clinical-case-conclusions/20260412_1840
10.1016/j.ijid.2026.108482,case,10.1016/j.ijid.2026.108482,429,grounding,openai/gpt-5.4-nano-2026-03-17,1.0,2.0,google/gemini-2.5-flash,out/pubmed-clinical-case-conclusions/20260412_1840
10.1016/j.ijid.2026.108482,case,10.1016/j.ijid.2026.108482,429,quality,anthropic/claude-opus-4-6@default,1.0,,google/gemini-2.5-flash,out/pubmed-clinical-case-conclusions/20260412_1840
10.1016/j.ijid.2026.108482,case,10.1016/j.ijid.2026.108482,429,quality,google/gemini-3.1-pro-preview,1.0,,google/gemini-2.5-flash,out/pubmed-clinical-case-conclusions/20260412_1840
10.1016/j.ijid.2026.108482,case,10.1016/j.ijid.2026.108482,429,quality,openai/gpt-5.4-nano-2026-03-17,1.0,,google/gemini-2.5-flash,out/pubmed-clinical-case-conclusions/20260412_1840
10.1016/j.jchromb.2026.124963,case,10.1016/j.jchromb.2026.124963,476,grounding,anthropic/claude-opus-4-6@default,0.3333333333333333,3.0,google/gemini-2.5-flash,out/pubmed-clinical-case-conclusions/20260412_1840
10.1016/j.jchromb.2026.124963,case,10.1016/j.jchromb.2026.124963,476,grounding,google/gemini-3.1-pro-preview,1.0,3.0,google/gemini-2.5-flash,out/pubmed-clinical-case-conclusions/20260412_1840
10.1016/j.jchromb.2026.124963,case,10.1016/j.jchromb.2026.124963,476,grounding,openai/gpt-5.4-nano-2026-03-17,1.0,3.0,google/gemini-2.5-flash,out/pubmed-clinical-case-conclusions/20260412_1840
10.1016/j.jchromb.2026.124963,case,10.1016/j.jchromb.2026.124963,476,quality,anthropic/claude-opus-4-6@default,0.5,,google/gemini-2.5-flash,out/pubmed-clinical-case-conclusions/20260412_1840
10.1016/j.jchromb.2026.124963,case,10.1016/j.jchromb.2026.124963,476,quality,google/gemini-3.1-pro-preview,0.5,,google/gemini-2.5-flash,out/pubmed-clinical-case-conclusions/20260412_1840
10.1016/j.jchromb.2026.124963,case,10.1016/j.jchromb.2026.124963,476,quality,openai/gpt-5.4-nano-2026-03-17,0.5,,google/gemini-2.5-flash,out/pubmed-clinical-case-conclusions/20260412_1840
10.1016/j.jfo.2026.104809,case,10.1016/j.jfo.2026.104809,436,grounding,anthropic/claude-opus-4-6@default,1.0,2.0,google/gemini-2.5-flash,out/pubmed-clinical-case-conclusions/20260412_1840
10.1016/j.jfo.2026.104809,case,10.1016/j.jfo.2026.104809,436,grounding,google/gemini-3.1-pro-preview,1.0,2.0,google/gemini-2.5-flash,out/pubmed-clinical-case-conclusions/20260412_1840
10.1016/j.jfo.2026.104809,case,10.1016/j.jfo.2026.104809,436,grounding,openai/gpt-5.4-nano-2026-03-17,1.0,2.0,google/gemini-2.5-flash,out/pubmed-clinical-case-conclusions/20260412_1840
10.1016/j.jfo.2026.104809,case,10.1016/j.jfo.2026.104809,436,quality,anthropic/claude-opus-4-6@default,0.5,,google/gemini-2.5-flash,out/pubmed-clinical-case-conclusions/20260412_1840
10.1016/j.jfo.2026.104809,case,10.1016/j.jfo.2026.104809,436,quality,google/gemini-3.1-pro-preview,0.0,,google/gemini-2.5-flash,out/pubmed-clinical-case-conclusions/20260412_1840
10.1016/j.jfo.2026.104809,case,10.1016/j.jfo.2026.104809,436,quality,openai/gpt-5.4-nano-2026-03-17,0.5,,google/gemini-2.5-flash,out/pubmed-clinical-case-conclusions/20260412_1840
10.1016/j.jstrokecerebrovasdis.2026.108586,case,10.1016/j.jstrokecerebrovasdis.2026.108586,489,grounding,anthropic/claude-opus-4-6@default,0.6666666666666666,3.0,google/gemini-2.5-flash,out/pubmed-clinical-case-conclusions/20260412_1840
10.1016/j.jstrokecerebrovasdis.2026.108586,case,10.1016/j.jstrokecerebrovasdis.2026.108586,489,grounding,google/gemini-3.1-pro-preview,1.0,3.0,google/gemini-2.5-flash,out/pubmed-clinical-case-conclusions/20260412_1840
10.1016/j.jstrokecerebrovasdis.2026.108586,case,10.1016/j.jstrokecerebrovasdis.2026.108586,489,grounding,openai/gpt-5.4-nano-2026-03-17,0.6666666666666666,3.0,google/gemini-2.5-flash,out/pubmed-clinical-case-conclusions/20260412_1840
10.1016/j.jstrokecerebrovasdis.2026.108586,case,10.1016/j.jstrokecerebrovasdis.2026.108586,489,quality,anthropic/claude-opus-4-6@default,0.0,,google/gemini-2.5-flash,out/pubmed-clinical-case-conclusions/20260412_1840
10.1016/j.jstrokecerebrovasdis.2026.108586,case,10.1016/j.jstrokecerebrovasdis.2026.108586,489,quality,google/gemini-3.1-pro-preview,0.0,,google/gemini-2.5-flash,out/pubmed-clinical-case-conclusions/20260412_1840
10.1016/j.jstrokecerebrovasdis.2026.108586,case,10.1016/j.jstrokecerebrovasdis.2026.108586,489,quality,openai/gpt-5.4-nano-2026-03-17,0.5,,google/gemini-2.5-flash,out/pubmed-clinical-case-conclusions/20260412_1840
10.1016/j.oraloncology.2026.107848,case,10.1016/j.oraloncology.2026.107848,590,grounding,anthropic/claude-opus-4-6@default,1.0,4.0,google/gemini-2.5-flash,out/pubmed-clinical-case-conclusions/20260412_1840
10.1016/j.oraloncology.2026.107848,case,10.1016/j.oraloncology.2026.107848,590,grounding,google/gemini-3.1-pro-preview,1.0,4.0,google/gemini-2.5-flash,out/pubmed-clinical-case-conclusions/20260412_1840
10.1016/j.oraloncology.2026.107848,case,10.1016/j.oraloncology.2026.107848,590,grounding,openai/gpt-5.4-nano-2026-03-17,1.0,4.0,google/gemini-2.5-flash,out/pubmed-clinical-case-conclusions/20260412_1840
10.1016/j.oraloncology.2026.107848,case,10.1016/j.oraloncology.2026.107848,590,quality,anthropic/claude-opus-4-6@default,0.0,,google/gemini-2.5-flash,out/pubmed-clinical-case-conclusions/20260412_1840
10.1016/j.oraloncology.2026.107848,case,10.1016/j.oraloncology.2026.107848,590,quality,google/gemini-3.1-pro-preview,0.0,,google/gemini-2.5-flash,out/pubmed-clinical-case-conclusions/20260412_1840
10.1016/j.oraloncology.2026.107848,case,10.1016/j.oraloncology.2026.107848,590,quality,openai/gpt-5.4-nano-2026-03-17,0.0,,google/gemini-2.5-flash,out/pubmed-clinical-case-conclusions/20260412_1840
10.1016/j.parkreldis.2026.108249,case,10.1016/j.parkreldis.2026.108249,299,grounding,anthropic/claude-opus-4-6@default,0.0,1.0,google/gemini-2.5-flash,out/pubmed-clinical-case-conclusions/20260412_1840
10.1016/j.parkreldis.2026.108249,case,10.1016/j.parkreldis.2026.108249,299,grounding,google/gemini-3.1-pro-preview,1.0,1.0,google/gemini-2.5-flash,out/pubmed-clinical-case-conclusions/20260412_1840
10.1016/j.parkreldis.2026.108249,case,10.1016/j.parkreldis.2026.108249,299,grounding,openai/gpt-5.4-nano-2026-03-17,1.0,1.0,google/gemini-2.5-flash,out/pubmed-clinical-case-conclusions/20260412_1840
10.1016/j.parkreldis.2026.108249,case,10.1016/j.parkreldis.2026.108249,299,quality,anthropic/claude-opus-4-6@default,0.5,,google/gemini-2.5-flash,out/pubmed-clinical-case-conclusions/20260412_1840
10.1016/j.parkreldis.2026.108249,case,10.1016/j.parkreldis.2026.108249,299,quality,google/gemini-3.1-pro-preview,0.5,,google/gemini-2.5-flash,out/pubmed-clinical-case-conclusions/20260412_1840
10.1016/j.parkreldis.2026.108249,case,10.1016/j.parkreldis.2026.108249,299,quality,openai/gpt-5.4-nano-2026-03-17,0.5,,google/gemini-2.5-flash,out/pubmed-clinical-case-conclusions/20260412_1840
10.1016/j.pdpdt.2026.105413,case,10.1016/j.pdpdt.2026.105413,410,grounding,anthropic/claude-opus-4-6@default,1.0,1.0,google/gemini-2.5-flash,out/pubmed-clinical-case-conclusions/20260412_1840
10.1016/j.pdpdt.2026.105413,case,10.1016/j.pdpdt.2026.105413,410,grounding,google/gemini-3.1-pro-preview,1.0,1.0,google/gemini-2.5-flash,out/pubmed-clinical-case-conclusions/20260412_1840
10.1016/j.pdpdt.2026.105413,case,10.1016/j.pdpdt.2026.105413,410,grounding,openai/gpt-5.4-nano-2026-03-17,1.0,1.0,google/gemini-2.5-flash,out/pubmed-clinical-case-conclusions/20260412_1840
10.1016/j.pdpdt.2026.105413,case,10.1016/j.pdpdt.2026.105413,410,quality,anthropic/claude-opus-4-6@default,0.5,,google/gemini-2.5-flash,out/pubmed-clinical-case-conclusions/20260412_1840
10.1016/j.pdpdt.2026.105413,case,10.1016/j.pdpdt.2026.105413,410,quality,google/gemini-3.1-pro-preview,1.0,,google/gemini-2.5-flash,out/pubmed-clinical-case-conclusions/20260412_1840
10.1016/j.pdpdt.2026.105413,case,10.1016/j.pdpdt.2026.105413,410,quality,openai/gpt-5.4-nano-2026-03-17,1.0,,google/gemini-2.5-flash,out/pubmed-clinical-case-conclusions/20260412_1840
10.1016/j.tmaid.2026.102959,case,10.1016/j.tmaid.2026.102959,397,grounding,anthropic/claude-opus-4-6@default,1.0,3.0,google/gemini-2.5-flash,out/pubmed-clinical-case-conclusions/20260412_1840
10.1016/j.tmaid.2026.102959,case,10.1016/j.tmaid.2026.102959,397,grounding,google/gemini-3.1-pro-preview,1.0,3.0,google/gemini-2.5-flash,out/pubmed-clinical-case-conclusions/20260412_1840
10.1016/j.tmaid.2026.102959,case,10.1016/j.tmaid.2026.102959,397,grounding,openai/gpt-5.4-nano-2026-03-17,1.0,3.0,google/gemini-2.5-flash,out/pubmed-clinical-case-conclusions/20260412_1840
10.1016/j.tmaid.2026.102959,case,10.1016/j.tmaid.2026.102959,397,quality,anthropic/claude-opus-4-6@default,0.5,,google/gemini-2.5-flash,out/pubmed-clinical-case-conclusions/20260412_1840
10.1016/j.tmaid.2026.102959,case,10.1016/j.tmaid.2026.102959,397,quality,google/gemini-3.1-pro-preview,0.5,,google/gemini-2.5-flash,out/pubmed-clinical-case-conclusions/20260412_1840
10.1016/j.tmaid.2026.102959,case,10.1016/j.tmaid.2026.102959,397,quality,openai/gpt-5.4-nano-2026-03-17,0.5,,google/gemini-2.5-flash,out/pubmed-clinical-case-conclusions/20260412_1840
10.1016/j.tmaid.2026.102960,case,10.1016/j.tmaid.2026.102960,198,grounding,anthropic/claude-opus-4-6@default,1.0,1.0,google/gemini-2.5-flash,out/pubmed-clinical-case-conclusions/20260412_1840
10.1016/j.tmaid.2026.102960,case,10.1016/j.tmaid.2026.102960,198,grounding,google/gemini-3.1-pro-preview,1.0,1.0,google/gemini-2.5-flash,out/pubmed-clinical-case-conclusions/20260412_1840
10.1016/j.tmaid.2026.102960,case,10.1016/j.tmaid.2026.102960,198,grounding,openai/gpt-5.4-nano-2026-03-17,1.0,1.0,google/gemini-2.5-flash,out/pubmed-clinical-case-conclusions/20260412_1840
10.1016/j.tmaid.2026.102960,case,10.1016/j.tmaid.2026.102960,198,quality,anthropic/claude-opus-4-6@default,0.0,,google/gemini-2.5-flash,out/pubmed-clinical-case-conclusions/20260412_1840
10.1016/j.tmaid.2026.102960,case,10.1016/j.tmaid.2026.102960,198,quality,google/gemini-3.1-pro-preview,0.0,,google/gemini-2.5-flash,out/pubmed-clinical-case-conclusions/20260412_1840
10.1016/j.tmaid.2026.102960,case,10.1016/j.tmaid.2026.102960,198,quality,openai/gpt-5.4-nano-2026-03-17,0.0,,google/gemini-2.5-flash,out/pubmed-clinical-case-conclusions/20260412_1840
10.1016/j.toxicon.2026.109021,case,10.1016/j.toxicon.2026.109021,479,grounding,anthropic/claude-opus-4-6@default,0.6666666666666666,3.0,google/gemini-2.5-flash,out/pubmed-clinical-case-conclusions/20260412_1840
10.1016/j.toxicon.2026.109021,case,10.1016/j.toxicon.2026.109021,479,grounding,google/gemini-3.1-pro-preview,1.0,3.0,google/gemini-2.5-flash,out/pubmed-clinical-case-conclusions/20260412_1840
10.1016/j.toxicon.2026.109021,case,10.1016/j.toxicon.2026.109021,479,grounding,openai/gpt-5.4-nano-2026-03-17,1.0,3.0,google/gemini-2.5-flash,out/pubmed-clinical-case-conclusions/20260412_1840
10.1016/j.toxicon.2026.109021,case,10.1016/j.toxicon.2026.109021,479,quality,anthropic/claude-opus-4-6@default,0.0,,google/gemini-2.5-flash,out/pubmed-clinical-case-conclusions/20260412_1840
10.1016/j.toxicon.2026.109021,case,10.1016/j.toxicon.2026.109021,479,quality,google/gemini-3.1-pro-preview,0.0,,google/gemini-2.5-flash,out/pubmed-clinical-case-conclusions/20260412_1840
10.1016/j.toxicon.2026.109021,case,10.1016/j.toxicon.2026.109021,479,quality,openai/gpt-5.4-nano-2026-03-17,0.5,,google/gemini-2.5-flash,out/pubmed-clinical-case-conclusions/20260412_1840
10.1016/j.transci.2026.104409,case,10.1016/j.transci.2026.104409,507,grounding,anthropic/claude-opus-4-6@default,1.0,3.0,google/gemini-2.5-flash,out/pubmed-clinical-case-conclusions/20260412_1840
10.1016/j.transci.2026.104409,case,10.1016/j.transci.2026.104409,507,grounding,google/gemini-3.1-pro-preview,0.6666666666666666,3.0,google/gemini-2.5-flash,out/pubmed-clinical-case-conclusions/20260412_1840
10.1016/j.transci.2026.104409,case,10.1016/j.transci.2026.104409,507,grounding,openai/gpt-5.4-nano-2026-03-17,1.0,3.0,google/gemini-2.5-flash,out/pubmed-clinical-case-conclusions/20260412_1840
10.1016/j.transci.2026.104409,case,10.1016/j.transci.2026.104409,507,quality,anthropic/claude-opus-4-6@default,0.0,,google/gemini-2.5-flash,out/pubmed-clinical-case-conclusions/20260412_1840
10.1016/j.transci.2026.104409,case,10.1016/j.transci.2026.104409,507,quality,google/gemini-3.1-pro-preview,0.5,,google/gemini-2.5-flash,out/pubmed-clinical-case-conclusions/20260412_1840
10.1016/j.transci.2026.104409,case,10.1016/j.transci.2026.104409,507,quality,openai/gpt-5.4-nano-2026-03-17,0.5,,google/gemini-2.5-flash,out/pubmed-clinical-case-conclusions/20260412_1840
10.1016/j.transproceed.2026.01.009,case,10.1016/j.transproceed.2026.01.009,237,grounding,anthropic/claude-opus-4-6@default,0.0,1.0,google/gemini-2.5-flash,out/pubmed-clinical-case-conclusions/20260412_1840
10.1016/j.transproceed.2026.01.009,case,10.1016/j.transproceed.2026.01.009,237,grounding,google/gemini-3.1-pro-preview,1.0,1.0,google/gemini-2.5-flash,out/pubmed-clinical-case-conclusions/20260412_1840
10.1016/j.transproceed.2026.01.009,case,10.1016/j.transproceed.2026.01.009,237,grounding,openai/gpt-5.4-nano-2026-03-17,1.0,1.0,google/gemini-2.5-flash,out/pubmed-clinical-case-conclusions/20260412_1840
10.1016/j.transproceed.2026.01.009,case,10.1016/j.transproceed.2026.01.009,237,quality,anthropic/claude-opus-4-6@default,0.0,,google/gemini-2.5-flash,out/pubmed-clinical-case-conclusions/20260412_1840
10.1016/j.transproceed.2026.01.009,case,10.1016/j.transproceed.2026.01.009,237,quality,google/gemini-3.1-pro-preview,0.0,,google/gemini-2.5-flash,out/pubmed-clinical-case-conclusions/20260412_1840
10.1016/j.transproceed.2026.01.009,case,10.1016/j.transproceed.2026.01.009,237,quality,openai/gpt-5.4-nano-2026-03-17,0.5,,google/gemini-2.5-flash,out/pubmed-clinical-case-conclusions/20260412_1840
10.1016/j.wneu.2026.124840,case,10.1016/j.wneu.2026.124840,407,grounding,anthropic/claude-opus-4-6@default,1.0,2.0,google/gemini-2.5-flash,out/pubmed-clinical-case-conclusions/20260412_1840
10.1016/j.wneu.2026.124840,case,10.1016/j.wneu.2026.124840,407,grounding,google/gemini-3.1-pro-preview,0.5,2.0,google/gemini-2.5-flash,out/pubmed-clinical-case-conclusions/20260412_1840
10.1016/j.wneu.2026.124840,case,10.1016/j.wneu.2026.124840,407,grounding,openai/gpt-5.4-nano-2026-03-17,1.0,2.0,google/gemini-2.5-flash,out/pubmed-clinical-case-conclusions/20260412_1840
10.1016/j.wneu.2026.124840,case,10.1016/j.wneu.2026.124840,407,quality,anthropic/claude-opus-4-6@default,0.5,,google/gemini-2.5-flash,out/pubmed-clinical-case-conclusions/20260412_1840
10.1016/j.wneu.2026.124840,case,10.1016/j.wneu.2026.124840,407,quality,google/gemini-3.1-pro-preview,1.0,,google/gemini-2.5-flash,out/pubmed-clinical-case-conclusions/20260412_1840
10.1016/j.wneu.2026.124840,case,10.1016/j.wneu.2026.124840,407,quality,openai/gpt-5.4-nano-2026-03-17,0.0,,google/gemini-2.5-flash,out/pubmed-clinical-case-conclusions/20260412_1840
10.1017/S1047951125110913,case,10.1017/S1047951125110913,618,grounding,anthropic/claude-opus-4-6@default,1.0,4.0,google/gemini-2.5-flash,out/pubmed-clinical-case-conclusions/20260412_1840
10.1017/S1047951125110913,case,10.1017/S1047951125110913,618,grounding,google/gemini-3.1-pro-preview,1.0,4.0,google/gemini-2.5-flash,out/pubmed-clinical-case-conclusions/20260412_1840
10.1017/S1047951125110913,case,10.1017/S1047951125110913,618,grounding,openai/gpt-5.4-nano-2026-03-17,1.0,4.0,google/gemini-2.5-flash,out/pubmed-clinical-case-conclusions/20260412_1840
10.1017/S1047951125110913,case,10.1017/S1047951125110913,618,quality,anthropic/claude-opus-4-6@default,0.5,,google/gemini-2.5-flash,out/pubmed-clinical-case-conclusions/20260412_1840
10.1017/S1047951125110913,case,10.1017/S1047951125110913,618,quality,google/gemini-3.1-pro-preview,0.0,,google/gemini-2.5-flash,out/pubmed-clinical-case-conclusions/20260412_1840
10.1017/S1047951125110913,case,10.1017/S1047951125110913,618,quality,openai/gpt-5.4-nano-2026-03-17,0.5,,google/gemini-2.5-flash,out/pubmed-clinical-case-conclusions/20260412_1840
10.1080/00325481.2026.2632405,case,10.1080/00325481.2026.2632405,240,grounding,anthropic/claude-opus-4-6@default,0.0,1.0,google/gemini-2.5-flash,out/pubmed-clinical-case-conclusions/20260412_1840
10.1080/00325481.2026.2632405,case,10.1080/00325481.2026.2632405,240,grounding,google/gemini-3.1-pro-preview,1.0,1.0,google/gemini-2.5-flash,out/pubmed-clinical-case-conclusions/20260412_1840
10.1080/00325481.2026.2632405,case,10.1080/00325481.2026.2632405,240,grounding,openai/gpt-5.4-nano-2026-03-17,1.0,1.0,google/gemini-2.5-flash,out/pubmed-clinical-case-conclusions/20260412_1840
10.1080/00325481.2026.2632405,case,10.1080/00325481.2026.2632405,240,quality,anthropic/claude-opus-4-6@default,0.5,,google/gemini-2.5-flash,out/pubmed-clinical-case-conclusions/20260412_1840
10.1080/00325481.2026.2632405,case,10.1080/00325481.2026.2632405,240,quality,google/gemini-3.1-pro-preview,0.5,,google/gemini-2.5-flash,out/pubmed-clinical-case-conclusions/20260412_1840
10.1080/00325481.2026.2632405,case,10.1080/00325481.2026.2632405,240,quality,openai/gpt-5.4-nano-2026-03-17,0.5,,google/gemini-2.5-flash,out/pubmed-clinical-case-conclusions/20260412_1840
10.1080/09273948.2026.2625998,case,10.1080/09273948.2026.2625998,474,grounding,anthropic/claude-opus-4-6@default,1.0,3.0,google/gemini-2.5-flash,out/pubmed-clinical-case-conclusions/20260412_1840
10.1080/09273948.2026.2625998,case,10.1080/09273948.2026.2625998,474,grounding,google/gemini-3.1-pro-preview,1.0,3.0,google/gemini-2.5-flash,out/pubmed-clinical-case-conclusions/20260412_1840
10.1080/09273948.2026.2625998,case,10.1080/09273948.2026.2625998,474,grounding,openai/gpt-5.4-nano-2026-03-17,1.0,3.0,google/gemini-2.5-flash,out/pubmed-clinical-case-conclusions/20260412_1840
10.1080/09273948.2026.2625998,case,10.1080/09273948.2026.2625998,474,quality,anthropic/claude-opus-4-6@default,0.5,,google/gemini-2.5-flash,out/pubmed-clinical-case-conclusions/20260412_1840
10.1080/09273948.2026.2625998,case,10.1080/09273948.2026.2625998,474,quality,google/gemini-3.1-pro-preview,1.0,,google/gemini-2.5-flash,out/pubmed-clinical-case-conclusions/20260412_1840
10.1080/09273948.2026.2625998,case,10.1080/09273948.2026.2625998,474,quality,openai/gpt-5.4-nano-2026-03-17,1.0,,google/gemini-2.5-flash,out/pubmed-clinical-case-conclusions/20260412_1840
10.1080/09273948.2026.2626821,case,10.1080/09273948.2026.2626821,471,grounding,anthropic/claude-opus-4-6@default,1.0,3.0,google/gemini-2.5-flash,out/pubmed-clinical-case-conclusions/20260412_1840
10.1080/09273948.2026.2626821,case,10.1080/09273948.2026.2626821,471,grounding,google/gemini-3.1-pro-preview,1.0,3.0,google/gemini-2.5-flash,out/pubmed-clinical-case-conclusions/20260412_1840
10.1080/09273948.2026.2626821,case,10.1080/09273948.2026.2626821,471,grounding,openai/gpt-5.4-nano-2026-03-17,1.0,3.0,google/gemini-2.5-flash,out/pubmed-clinical-case-conclusions/20260412_1840
10.1080/09273948.2026.2626821,case,10.1080/09273948.2026.2626821,471,quality,anthropic/claude-opus-4-6@default,0.5,,google/gemini-2.5-flash,out/pubmed-clinical-case-conclusions/20260412_1840
10.1080/09273948.2026.2626821,case,10.1080/09273948.2026.2626821,471,quality,google/gemini-3.1-pro-preview,0.5,,google/gemini-2.5-flash,out/pubmed-clinical-case-conclusions/20260412_1840
10.1080/09273948.2026.2626821,case,10.1080/09273948.2026.2626821,471,quality,openai/gpt-5.4-nano-2026-03-17,0.5,,google/gemini-2.5-flash,out/pubmed-clinical-case-conclusions/20260412_1840
10.1080/15563650.2025.2605133,case,10.1080/15563650.2025.2605133,245,grounding,anthropic/claude-opus-4-6@default,1.0,1.0,google/gemini-2.5-flash,out/pubmed-clinical-case-conclusions/20260412_1840
10.1080/15563650.2025.2605133,case,10.1080/15563650.2025.2605133,245,grounding,google/gemini-3.1-pro-preview,1.0,1.0,google/gemini-2.5-flash,out/pubmed-clinical-case-conclusions/20260412_1840
10.1080/15563650.2025.2605133,case,10.1080/15563650.2025.2605133,245,grounding,openai/gpt-5.4-nano-2026-03-17,1.0,1.0,google/gemini-2.5-flash,out/pubmed-clinical-case-conclusions/20260412_1840
10.1080/15563650.2025.2605133,case,10.1080/15563650.2025.2605133,245,quality,anthropic/claude-opus-4-6@default,0.0,,google/gemini-2.5-flash,out/pubmed-clinical-case-conclusions/20260412_1840
10.1080/15563650.2025.2605133,case,10.1080/15563650.2025.2605133,245,quality,google/gemini-3.1-pro-preview,0.0,,google/gemini-2.5-flash,out/pubmed-clinical-case-conclusions/20260412_1840
10.1080/15563650.2025.2605133,case,10.1080/15563650.2025.2605133,245,quality,openai/gpt-5.4-nano-2026-03-17,0.5,,google/gemini-2.5-flash,out/pubmed-clinical-case-conclusions/20260412_1840
10.1080/15563650.2025.2612341,case,10.1080/15563650.2025.2612341,364,grounding,anthropic/claude-opus-4-6@default,1.0,2.0,google/gemini-2.5-flash,out/pubmed-clinical-case-conclusions/20260412_1840
10.1080/15563650.2025.2612341,case,10.1080/15563650.2025.2612341,364,grounding,google/gemini-3.1-pro-preview,1.0,2.0,google/gemini-2.5-flash,out/pubmed-clinical-case-conclusions/20260412_1840
10.1080/15563650.2025.2612341,case,10.1080/15563650.2025.2612341,364,grounding,openai/gpt-5.4-nano-2026-03-17,0.5,2.0,google/gemini-2.5-flash,out/pubmed-clinical-case-conclusions/20260412_1840
10.1080/15563650.2025.2612341,case,10.1080/15563650.2025.2612341,364,quality,anthropic/claude-opus-4-6@default,1.0,,google/gemini-2.5-flash,out/pubmed-clinical-case-conclusions/20260412_1840
10.1080/15563650.2025.2612341,case,10.1080/15563650.2025.2612341,364,quality,google/gemini-3.1-pro-preview,1.0,,google/gemini-2.5-flash,out/pubmed-clinical-case-conclusions/20260412_1840
10.1080/15563650.2025.2612341,case,10.1080/15563650.2025.2612341,364,quality,openai/gpt-5.4-nano-2026-03-17,0.5,,google/gemini-2.5-flash,out/pubmed-clinical-case-conclusions/20260412_1840
10.1080/16078454.2026.2638607,case,10.1080/16078454.2026.2638607,368,grounding,anthropic/claude-opus-4-6@default,1.0,3.0,google/gemini-2.5-flash,out/pubmed-clinical-case-conclusions/20260412_1840
10.1080/16078454.2026.2638607,case,10.1080/16078454.2026.2638607,368,grounding,google/gemini-3.1-pro-preview,1.0,3.0,google/gemini-2.5-flash,out/pubmed-clinical-case-conclusions/20260412_1840
10.1080/16078454.2026.2638607,case,10.1080/16078454.2026.2638607,368,grounding,openai/gpt-5.4-nano-2026-03-17,1.0,3.0,google/gemini-2.5-flash,out/pubmed-clinical-case-conclusions/20260412_1840
10.1080/16078454.2026.2638607,case,10.1080/16078454.2026.2638607,368,quality,anthropic/claude-opus-4-6@default,0.5,,google/gemini-2.5-flash,out/pubmed-clinical-case-conclusions/20260412_1840
10.1080/16078454.2026.2638607,case,10.1080/16078454.2026.2638607,368,quality,google/gemini-3.1-pro-preview,0.5,,google/gemini-2.5-flash,out/pubmed-clinical-case-conclusions/20260412_1840
10.1080/16078454.2026.2638607,case,10.1080/16078454.2026.2638607,368,quality,openai/gpt-5.4-nano-2026-03-17,0.5,,google/gemini-2.5-flash,out/pubmed-clinical-case-conclusions/20260412_1840
10.1093/arclin/acag017,case,10.1093/arclin/acag017,319,grounding,anthropic/claude-opus-4-6@default,1.0,2.0,google/gemini-2.5-flash,out/pubmed-clinical-case-conclusions/20260412_1840
10.1093/arclin/acag017,case,10.1093/arclin/acag017,319,grounding,google/gemini-3.1-pro-preview,1.0,2.0,google/gemini-2.5-flash,out/pubmed-clinical-case-conclusions/20260412_1840
10.1093/arclin/acag017,case,10.1093/arclin/acag017,319,grounding,openai/gpt-5.4-nano-2026-03-17,1.0,2.0,google/gemini-2.5-flash,out/pubmed-clinical-case-conclusions/20260412_1840
10.1093/arclin/acag017,case,10.1093/arclin/acag017,319,quality,anthropic/claude-opus-4-6@default,0.5,,google/gemini-2.5-flash,out/pubmed-clinical-case-conclusions/20260412_1840
10.1093/arclin/acag017,case,10.1093/arclin/acag017,319,quality,google/gemini-3.1-pro-preview,0.5,,google/gemini-2.5-flash,out/pubmed-clinical-case-conclusions/20260412_1840
10.1093/arclin/acag017,case,10.1093/arclin/acag017,319,quality,openai/gpt-5.4-nano-2026-03-17,0.5,,google/gemini-2.5-flash,out/pubmed-clinical-case-conclusions/20260412_1840
10.1097/ICB.0000000000001588,case,10.1097/ICB.0000000000001588,441,grounding,anthropic/claude-opus-4-6@default,1.0,2.0,google/gemini-2.5-flash,out/pubmed-clinical-case-conclusions/20260412_1840
10.1097/ICB.0000000000001588,case,10.1097/ICB.0000000000001588,441,grounding,google/gemini-3.1-pro-preview,1.0,2.0,google/gemini-2.5-flash,out/pubmed-clinical-case-conclusions/20260412_1840
10.1097/ICB.0000000000001588,case,10.1097/ICB.0000000000001588,441,grounding,openai/gpt-5.4-nano-2026-03-17,1.0,2.0,google/gemini-2.5-flash,out/pubmed-clinical-case-conclusions/20260412_1840
10.1097/ICB.0000000000001588,case,10.1097/ICB.0000000000001588,441,quality,anthropic/claude-opus-4-6@default,0.5,,google/gemini-2.5-flash,out/pubmed-clinical-case-conclusions/20260412_1840
10.1097/ICB.0000000000001588,case,10.1097/ICB.0000000000001588,441,quality,google/gemini-3.1-pro-preview,0.5,,google/gemini-2.5-flash,out/pubmed-clinical-case-conclusions/20260412_1840
10.1097/ICB.0000000000001588,case,10.1097/ICB.0000000000001588,441,quality,openai/gpt-5.4-nano-2026-03-17,0.5,,google/gemini-2.5-flash,out/pubmed-clinical-case-conclusions/20260412_1840
10.1136/bcr-2024-262056,case,10.1136/bcr-2024-262056,222,grounding,anthropic/claude-opus-4-6@default,1.0,1.0,google/gemini-2.5-flash,out/pubmed-clinical-case-conclusions/20260412_1840
10.1136/bcr-2024-262056,case,10.1136/bcr-2024-262056,222,grounding,google/gemini-3.1-pro-preview,1.0,1.0,google/gemini-2.5-flash,out/pubmed-clinical-case-conclusions/20260412_1840
